iter	Passed	Remaining
1671	13000	6437
1672	13007	6430
1673	13015	6422
1674	13022	6414
1675	13029	6406
1676	13036	6397
1677	13044	6389
1678	13051	6381
1679	13058	6373
1680	13066	6366
1681	13074	6358
1682	13081	6350
1683	13089	6342
1684	13096	6334
1685	13103	6326
1686	13110	6318
1687	13117	6310
1688	13125	6302
1689	13132	6294
1690	13139	6286
1691	13146	6278
1692	13153	6270
1693	13161	6262
1694	13168	6254
1695	13175	6245
1696	13182	6237
1697	13190	6230
1698	13198	6222
1699	13205	6214
1700	13212	6206
1701	13219	6198
1702	13227	6190
1703	13234	6182
1704	13241	6174
1705	13248	6166
1706	13255	6158
1707	13263	6150
1708	13270	6142
1709	13277	6134
1710	13285	6126
1711	13293	6118
1712	13301	6110
1713	13309	6103
1714	13316	6095
1715	13323	6087
1716	13331	6079
1717	13338	6071
1718	13345	6063
1719	13353	6055
1720	13360	6047
1721	13367	6039
1722	13375	6031
1723	13382	6023
1724	13390	6015
1725	13397	6008
1726	13405	6000
1727	13426	5998
1728	13433	5990
1729	13440	5982
1730	13448	5974
1731	13455	5966
1732	13463	5958
1733	13470	5950
1734	13477	5942
1735	13485	5934
1736	13492	5926
1737	13499	5918
1738	13507	5910
1739	13514	5902
1740	13521	5894
1741	13529	5887
1742	13536	5879
1743	13543	5871
1744	13551	5863
1745	13558	5855
1746	13566	5847
1747	13573	5839
1748	13580	5831
1749	13587	5823
1750	13595	5815
1751	13603	5807
1752	13610	5799
1753	13618	5792
1754	13626	5784
1755	13634	5776
1756	13642	5768
1757	13649	5761
1758	13657	5753
1759	13665	5745
1760	13673	5737
1761	13681	5730
1762	13689	5722
1763	13697	5715
1764	13705	5707
1765	13713	5699
1766	13720	5691
1767	13728	5684
1768	13735	5676
1769	13742	5667
1770	13750	5660
1771	13757	5652
1772	13764	5644
1773	13772	5636
1774	13779	5628
1775	13786	5620
1776	13793	5612
1777	13801	5604
1778	13809	5596
1779	13816	5588
1780	13823	5580
1781	13831	5572
1782	13838	5564
1783	13845	5557
1784	13853	5548
1785	13860	5541
1786	13867	5533
1787	13875	5525
1788	13882	5517
1789	13889	5509
1790	13896	5501
1791	13904	5493
1792	13911	5485
1793	13919	5477
1794	13926	5469
1795	13933	5461
1796	13941	5453
1797	13948	5446
1798	13955	5438
1799	13962	5429
1800	13969	5422
1801	13977	5413
1802	13984	5406
1803	13991	5398
1804	13999	5390
1805	14006	5382
1806	14013	5374
1807	14021	5366
1808	14028	5358
1809	14036	5350
1810	14043	5343
1811	14051	5335
1812	14058	5327
1813	14065	5319
1814	14072	5311
1815	14080	5303
1816	14087	5295
1817	14094	5287
1818	14101	5279
1819	14109	5271
1820	14117	5263
1821	14124	5256
1822	14132	5248
1823	14140	5240
1824	14148	5232
1825	14156	5225
1826	14164	5217
1827	14172	5209
1828	14180	5202
1829	14188	5194
1830	14196	5186
1831	14203	5179
1832	14211	5171
1833	14219	5163
1834	14226	5155
1835	14234	5148
1836	14242	5140
1837	14250	5132
1838	14257	5124
1839	14265	5117
1840	14273	5109
1841	14281	5101
1842	14288	5093
1843	14296	5086
1844	14304	5078
1845	14312	5070
1846	14320	5062
1847	14328	5055
1848	14336	5047
1849	14344	5039
1850	14352	5032
1851	14359	5024
1852	14368	5016
1853	14376	5009
1854	14384	5001
1855	14392	4993
1856	14400	4986
1857	14408	4978
1858	14416	4970
1859	14424	4963
1860	14431	4955
1861	14439	4947
1862	14447	4940
1863	14455	4932
1864	14463	4924
1865	14470	4916
1866	14478	4909
1867	14486	4901
1868	14494	4893
1869	14502	4885
1870	14509	4877
1871	14517	4870
1872	14524	4862
1873	14532	4854
1874	14540	4846
1875	14548	4839
1876	14556	4831
1877	14563	4823
1878	14571	4815
1879	14579	4808
1880	14586	4800
1881	14594	4792
1882	14602	4784
1883	14610	4777
1884	14618	4769
1885	14626	4761
1886	14634	4754
1887	14642	4746
1888	14650	4738
1889	14658	4731
1890	14666	4723
1891	14674	4715
1892	14682	4708
1893	14690	4700
1894	14698	4692
1895	14706	4685
1896	14715	4677
1897	14723	4669
1898	14731	4662
1899	14739	4654
1900	14747	4646
1901	14755	4639
1902	14764	4631
1903	14772	4624
1904	14780	4616
1905	14788	4608
1906	14795	4600
1907	14804	4593
1908	14812	4585
1909	14821	4578
1910	14828	4570
1911	14837	4562
1912	14845	4555
1913	14853	4547
1914	14861	4539
1915	14869	4532
1916	14878	4524
1917	14886	4517
1918	14894	4509
1919	14902	4501
1920	14910	4493
1921	14917	4486
1922	14924	4478
1923	14932	4470
1924	14939	4462
1925	14946	4454
1926	14954	4446
1927	14961	4438
1928	14968	4430
1929	14975	4422
1930	14983	4415
1931	14991	4407
1932	14998	4399
1933	15005	4391
1934	15012	4383
1935	15020	4375
1936	15027	4367
1937	15034	4359
1938	15041	4351
1939	15049	4344
1940	15056	4336
1941	15064	4328
1942	15071	4320
1943	15078	4312
1944	15085	4304
1945	15092	4296
1946	15100	4288
1947	15107	4281
1948	15115	4273
1949	15123	4265
1950	15130	4257
1951	15138	4249
1952	15145	4241
1953	15152	4234
1954	15160	4226
1955	15167	4218
1956	15175	4210
1957	15182	4202
1958	15189	4194
1959	15197	4186
1960	15204	4179
1961	15211	4171
1962	15219	4163
1963	15226	4155
1964	15233	4147
1965	15240	4139
1966	15248	4131
1967	15255	4124
1968	15263	4116
1969	15270	4108
1970	15278	4100
1971	15286	4092
1972	15293	4085
1973	15301	4077
1974	15308	4069
1975	15315	4061
1976	15323	4053
1977	15330	4045
1978	15338	4038
1979	15345	4030
1980	15352	4022
1981	15360	4014
1982	15367	4006
1983	15374	3998
1984	15381	3990
1985	15389	3982
1986	15396	3975
1987	15404	3967
1988	15411	3959
1989	15418	3951
1990	15426	3943
1991	15434	3936
1992	15441	3928
1993	15449	3920
1994	15456	3912
1995	15463	3904
1996	15470	3896
1997	15478	3888
1998	15485	3881
1999	15492	3873
2000	15499	3865
2001	15506	3857
2002	15513	3849
2003	15521	3841
2004	15529	3833
2005	15537	3826
2006	15545	3818
2007	15553	3810
2008	15561	3803
2009	15568	3795
2010	15576	3787
2011	15584	3779
2012	15592	3772
2013	15600	3764
2014	15607	3756
2015	15615	3749
2016	15623	3741
2017	15631	3733
2018	15638	3725
2019	15646	3717
2020	15653	3710
2021	15660	3702
2022	15667	3694
2023	15675	3686
2024	15683	3678
2025	15690	3671
2026	15698	3663
2027	15705	3655
2028	15713	3647
2029	15720	3639
2030	15727	3631
2031	15734	3623
2032	15742	3616
2033	15749	3608
2034	15756	3600
2035	15764	3592
2036	15771	3584
2037	15778	3576
2038	15786	3569
2039	15794	3561
2040	15801	3553
2041	15808	3545
2042	15815	3537
2043	15823	3529
2044	15830	3522
2045	15837	3514
2046	15844	3506
2047	15851	3498
2048	15859	3490
2049	15866	3482
2050	15873	3475
2051	15882	3467
2052	15889	3459
2053	15896	3451
2054	15904	3443
2055	15912	3436
2056	15919	3428
2057	15926	3420
2058	15933	3412
2059	15941	3404
2060	15948	3397
2061	15956	3389
2062	15963	3381
2063	15970	3373
2064	15978	3365
2065	15985	3358
2066	15992	3350
2067	16000	3342
2068	16007	3334
2069	16014	3326
2070	16022	3319
2071	16030	3311
2072	16038	3303
2073	16045	3295
2074	16053	3288
2075	16061	3280
2076	16069	3272
2077	16077	3265
2078	16085	3257
2079	16093	3249
2080	16102	3242
2081	16110	3234
2082	16118	3226
2083	16126	3219
2084	16134	3211
2085	16142	3203
2086	16150	3196
2087	16158	3188
2088	16166	3180
2089	16173	3172
2090	16181	3165
2091	16189	3157
2092	16197	3149
2093	16205	3142
2094	16213	3134
2095	16220	3126
2096	16228	3118
2097	16236	3111
2098	16244	3103
2099	16252	3095
2100	16259	3087
2101	16267	3080
2102	16275	3072
2103	16283	3064
2104	16290	3056
2105	16298	3049
2106	16306	3041
2107	16314	3033
2108	16322	3026
2109	16330	3018
2110	16338	3010
2111	16346	3002
2112	16354	2995
2113	16361	2987
2114	16369	2979
2115	16377	2972
2116	16385	2964
2117	16393	2956
2118	16401	2949
2119	16409	2941
2120	16416	2933
2121	16424	2925
2122	16432	2918
2123	16439	2910
2124	16447	2902
2125	16455	2894
2126	16463	2887
2127	16471	2879
2128	16479	2871
2129	16486	2863
2130	16494	2856
2131	16501	2848
2132	16509	2840
2133	16517	2832
2134	16525	2825
2135	16533	2817
2136	16541	2809
2137	16548	2801
2138	16556	2794
2139	16564	2786
2140	16572	2778
2141	16580	2771
2142	16587	2763
2143	16595	2755
2144	16603	2747
2145	16611	2740
2146	16619	2732
2147	16627	2724
2148	16634	2716
2149	16642	2709
2150	16650	2701
2151	16662	2694
2152	16670	2686
2153	16678	2679
2154	16685	2671
2155	16693	2663
2156	16700	2655
2157	16708	2648
2158	16716	2640
2159	16724	2632
2160	16731	2624
2161	16740	2617
2162	16747	2609
2163	16754	2601
2164	16762	2593
2165	16771	2586
2166	16779	2578
2167	16787	2570
2168	16795	2563
2169	16804	2555
2170	16811	2547
2171	16818	2539
2172	16826	2532
2173	16833	2524
2174	16840	2516
2175	16848	2508
2176	16856	2500
2177	16863	2493
2178	16871	2485
2179	16878	2477
2180	16885	2469
2181	16892	2461
2182	16900	2454
2183	16907	2446
2184	16914	2438
2185	16921	2430
2186	16928	2422
2187	16935	2414
2188	16943	2407
2189	16950	2399
2190	16957	2391
2191	16964	2383
2192	16972	2375
2193	16979	2368
2194	16986	2360
2195	16994	2352
2196	17001	2344
2197	17009	2337
2198	17016	2329
2199	17023	2321
2200	17030	2313
2201	17037	2305
2202	17045	2297
2203	17052	2290
2204	17059	2282
2205	17066	2274
2206	17074	2266
2207	17081	2258
2208	17088	2251
2209	17096	2243
2210	17103	2235
2211	17110	2227
2212	17118	2220
2213	17125	2212
2214	17133	2204
2215	17140	2196
2216	17148	2188
2217	17155	2181
2218	17162	2173
2219	17169	2165
2220	17177	2157
2221	17184	2149
2222	17191	2142
2223	17198	2134
2224	17206	2126
2225	17213	2118
2226	17221	2111
2227	17228	2103
2228	17235	2095
2229	17243	2087
2230	17250	2079
2231	17258	2072
2232	17265	2064
2233	17272	2056
2234	17280	2048
2235	17287	2041
2236	17295	2033
2237	17302	2025
2238	17310	2017
2239	17328	2011
2240	17335	2003
2241	17342	1995
2242	17349	1987
2243	17357	1980
2244	17365	1972
2245	17372	1964
2246	17379	1956
2247	17386	1949
2248	17393	1941
2249	17401	1933
2250	17408	1925
2251	17415	1917
2252	17424	1910
2253	17431	1902
2254	17439	1894
2255	17447	1887
2256	17456	1879
2257	17464	1871
2258	17471	1863
2259	17479	1856
2260	17487	1848
2261	17496	1840
2262	17503	1833
2263	17511	1825
2264	17519	1817
2265	17527	1810
2266	17535	1802
2267	17542	1794
2268	17549	1786
2269	17557	1778
2270	17564	1771
2271	17572	1763
2272	17579	1755
2273	17586	1747
2274	17594	1740
2275	17601	1732
2276	17608	1724
2277	17615	1716
2278	17622	1708
2279	17629	1701
2280	17637	1693
2281	17645	1685
2282	17652	1677
2283	17659	1670
2284	17666	1662
2285	17673	1654
2286	17681	1646
2287	17688	1639
2288	17696	1631
2289	17703	1623
2290	17710	1615
2291	17718	1607
2292	17725	1600
2293	17732	1592
2294	17739	1584
2295	17746	1576
2296	17754	1569
2297	17761	1561
2298	17768	1553
2299	17775	1545
2300	17782	1537
2301	17790	1530
2302	17797	1522
2303	17804	1514
2304	17812	1506
2305	17819	1499
2306	17827	1491
2307	17834	1483
2308	17842	1475
2309	17849	1468
2310	17856	1460
2311	17863	1452
2312	17870	1444
2313	17877	1437
2314	17885	1429
2315	17892	1421
2316	17899	1413
2317	17906	1405
2318	17913	1398
2319	17921	1390
2320	17928	1382
2321	17936	1374
2322	17944	1367
2323	17951	1359
2324	17959	1351
2325	17967	1344
2326	17975	1336
2327	17983	1328
2328	17991	1320
2329	17998	1313
2330	18007	1305
2331	18014	1297
2332	18022	1290
2333	18030	1282
2334	18038	1274
2335	18046	1266
2336	18054	1259
2337	18061	1251
2338	18070	1243
2339	18078	1236
2340	18086	1228
2341	18093	1220
2342	18101	1212
2343	18108	1205
2344	18117	1197
2345	18125	1189
2346	18133	1182
2347	18140	1174
2348	18148	1166
2349	18155	1158
2350	18163	1151
2351	18170	1143
2352	18178	1135
2353	18186	1127
2354	18194	1120
2355	18201	1112
2356	18210	1104
2357	18218	1097
2358	18226	1089
2359	18233	1081
2360	18242	1073
2361	18249	1066
2362	18257	1058
2363	18265	1050
2364	18272	1043
2365	18280	1035
2366	18289	1027
2367	18296	1019
2368	18304	1012
2369	18312	1004
2370	18320	996
2371	18328	989
2372	18336	981
2373	18343	973
2374	18351	965
2375	18359	958
2376	18367	950
2377	18375	942
2378	18383	934
2379	18391	927
2380	18398	919
2381	18406	911
2382	18413	904
2383	18421	896
2384	18429	888
2385	18437	880
2386	18445	873
2387	18452	865
2388	18460	857
2389	18468	850
2390	18476	842
2391	18483	834
2392	18491	826
2393	18499	819
2394	18506	811
2395	18514	803
2396	18522	795
2397	18529	788
2398	18537	780
2399	18545	772
2400	18553	765
2401	18560	757
2402	18568	749
2403	18576	741
2404	18584	734
2405	18592	726
2406	18600	718
2407	18608	710
2408	18615	703
2409	18623	695
2410	18632	687
2411	18640	680
2412	18648	672
2413	18656	664
2414	18663	656
2415	18671	649
2416	18679	641
2417	18687	633
2418	18695	626
2419	18702	618
2420	18710	610
2421	18718	602
2422	18726	595
2423	18734	587
2424	18741	579
2425	18748	571
2426	18755	564
2427	18762	556
2428	18770	548
2429	18777	540
2430	18784	533
2431	18792	525
2432	18799	517
2433	18806	509
2434	18814	502
2435	18821	494
2436	18828	486
2437	18835	479
2438	18843	471
2439	18850	463
2440	18857	455
2441	18864	448
2442	18871	440
2443	18879	432
2444	18886	424
2445	18893	417
2446	18900	409
2447	18908	401
2448	18915	393
2449	18923	386
2450	18930	378
2451	18937	370
2452	18944	362
2453	18952	355
2454	18959	347
2455	18967	339
2456	18974	332
2457	18982	324
2458	18989	316
2459	18997	308
2460	19004	301
2461	19011	293
2462	19018	285
2463	19026	277
2464	19033	270
2465	19037	262
2466	19044	254
2467	19051	247
2468	19059	239
2469	19067	231
2470	19074	223
2471	19081	216
2472	19088	208
2473	19095	200
2474	19103	192
2475	19110	185
2476	19118	177
2477	19125	169
2478	19133	162
2479	19140	154
2480	19148	146
2481	19155	138
2482	19162	131
2483	19169	123
2484	19176	115
2485	19184	108
2486	19191	100
2487	19198	92
2488	19206	84
2489	19214	77
2490	19221	69
2491	19228	61
2492	19235	54
2493	19242	46
2494	19249	38
2495	19257	30
2496	19264	23
2497	19272	15
2498	19279	7
2499	19286	0
