iter	RMSE
336	0.1882381022
337	0.1881685411
338	0.1880955361
339	0.1879964835
340	0.1879225275
341	0.187839437
342	0.1877699189
343	0.1876990365
344	0.1876178952
345	0.1875420022
346	0.1874672228
347	0.1874032233
348	0.1872970188
349	0.1872427535
350	0.1871334215
351	0.187081598
352	0.1869813443
353	0.1868745703
354	0.1867565857
355	0.1867056951
356	0.1866255281
357	0.1865465816
358	0.1864639142
359	0.1863641509
360	0.1863030269
361	0.1861988284
362	0.1860951673
363	0.1860266336
364	0.1859365544
365	0.1858549537
366	0.185806582
367	0.1857449614
368	0.1856888378
369	0.1856272259
370	0.1855952538
371	0.1855360357
372	0.1854846891
373	0.1853718463
374	0.1852691704
375	0.1852054368
376	0.1851390467
377	0.1850561045
378	0.1850039559
379	0.1848935016
380	0.1848150585
381	0.1847594677
382	0.1846811693
383	0.1845786481
384	0.1845290463
385	0.1844860112
386	0.1843804365
387	0.1842634667
388	0.1841630409
389	0.1840268354
390	0.183949154
391	0.1838596673
392	0.1837936767
393	0.1836942434
394	0.1836016385
395	0.1834995552
396	0.1834057905
397	0.1833029273
398	0.1832629763
399	0.1831603978
400	0.1830997401
401	0.1830126128
402	0.1829385308
403	0.1828555943
404	0.1827590122
405	0.1827039826
406	0.1826625496
407	0.1825845314
408	0.1824822177
409	0.1824318102
410	0.1823205317
411	0.1822534837
412	0.1821778475
413	0.1821144718
414	0.1820465819
415	0.1819684873
416	0.1818791609
417	0.1817945855
418	0.1817514388
419	0.1816608569
420	0.1816138872
421	0.1815309444
422	0.1814367085
423	0.1813918275
424	0.1813227395
425	0.1812093819
426	0.181137081
427	0.1810486741
428	0.1809516065
429	0.1809149428
430	0.1808351768
431	0.1807560956
432	0.1807036363
433	0.1806047359
434	0.1805435316
435	0.1804586064
436	0.1803657057
437	0.1803369399
438	0.1802430593
439	0.1801622767
440	0.1800643543
441	0.1799777322
442	0.179934967
443	0.1798912978
444	0.1798297497
445	0.1797498976
446	0.1796927238
447	0.1796237181
448	0.1795693611
449	0.1795226783
450	0.1794366279
451	0.1793716608
452	0.1793295993
453	0.1792412965
454	0.1791725414
455	0.1791171106
456	0.1790268086
457	0.1789618261
458	0.1788561131
459	0.1787645799
460	0.1787000321
461	0.1786053097
462	0.1785057542
463	0.178451583
464	0.1783819704
465	0.1783344657
466	0.1782497763
467	0.1781623759
468	0.1780649864
469	0.1780053501
470	0.1779294345
471	0.1778927591
472	0.1778541119
473	0.1777907406
474	0.1777257189
475	0.1776859106
476	0.1776237643
477	0.1775516773
478	0.1775127953
479	0.1774288177
480	0.1773627074
481	0.1772840175
482	0.1772279822
483	0.1771741298
484	0.1771094765
485	0.1769821487
486	0.1769010849
487	0.1768433865
488	0.1767939263
489	0.176715546
490	0.1766384293
491	0.1765849224
492	0.1765190296
493	0.1764495541
494	0.176394432
495	0.1763045554
496	0.17624623
497	0.1761686145
498	0.1760988949
499	0.1760463469
500	0.1759614058
501	0.1758896216
502	0.1758245538
503	0.175733463
504	0.1756703275
505	0.1756012743
506	0.1755125936
507	0.1754471868
508	0.1753601847
509	0.1753107433
510	0.1752522634
511	0.1751781903
512	0.1751024267
513	0.1750420807
514	0.1749701763
515	0.1749107059
516	0.1748274156
517	0.1747425385
518	0.1746633409
519	0.1745903661
520	0.1745169207
521	0.1744134857
522	0.174352331
523	0.1742899929
524	0.1742185546
525	0.1741368849
526	0.1740459512
527	0.173996178
528	0.173922778
529	0.1738895285
530	0.1738096857
531	0.173749398
532	0.1736872123
533	0.1736191405
534	0.1735628589
535	0.1734843042
536	0.1733982737
537	0.1733374935
538	0.173281676
539	0.1732175026
540	0.1730950749
541	0.1730474091
542	0.1729573529
543	0.1729242509
544	0.172865025
545	0.1727957315
546	0.172737721
547	0.1726710098
548	0.1726049156
549	0.1725228939
550	0.1724617071
551	0.172395334
552	0.1723394446
553	0.1722868159
554	0.1722306827
555	0.1721681128
556	0.1720960686
557	0.1720428412
558	0.1719855377
559	0.1719171149
560	0.1718755845
561	0.1718037744
562	0.1717513775
563	0.1716923775
564	0.1716465984
565	0.1715827641
566	0.1715297564
567	0.1714659086
568	0.17138886
569	0.1713406101
570	0.1712405346
571	0.1711495523
572	0.1711065557
573	0.1710155095
574	0.1709807809
575	0.1709298492
576	0.1708956083
577	0.1708550501
578	0.17078598
579	0.1707265707
580	0.1706899279
581	0.1706318476
582	0.1705340611
583	0.170489555
584	0.1704312363
585	0.170365553
586	0.1703133059
587	0.1702408007
588	0.1701641501
589	0.1700593751
590	0.1699946289
591	0.1699455255
592	0.1699006794
593	0.1698524151
594	0.1698037764
595	0.1697697233
596	0.1697348234
597	0.1696723236
598	0.169632531
599	0.169588551
600	0.1695048745
601	0.1694474464
602	0.1693993459
603	0.1693108028
604	0.1692743423
605	0.1692391213
606	0.1691678639
607	0.1691113168
608	0.169056834
609	0.1690145083
610	0.16894135
611	0.1689015158
612	0.1688404601
613	0.168799077
614	0.1687292674
615	0.1686954733
616	0.1686456249
617	0.1686185792
618	0.1685602654
619	0.1684928322
620	0.1684215658
621	0.1683653503
622	0.1682964263
623	0.1682496643
624	0.1682193841
625	0.1681789353
626	0.168118713
627	0.1680774718
628	0.1680444866
629	0.1679964983
630	0.1679259114
631	0.1678529135
632	0.1677946729
633	0.1677480525
634	0.1676954073
635	0.1676714521
636	0.1676195065
637	0.1675686524
638	0.1675156777
639	0.1674633549
640	0.167400974
641	0.1673774238
642	0.1673082229
643	0.1672721141
644	0.1672095991
645	0.1671739248
646	0.1671450087
647	0.1671055692
648	0.1670539224
649	0.1669899909
650	0.1669153884
651	0.1668644186
652	0.1667851268
653	0.1667324025
654	0.1666724354
655	0.1666218907
656	0.166601594
657	0.1665453465
658	0.1664733218
659	0.1664114499
660	0.1663654237
661	0.1663112894
662	0.1662536295
663	0.1661848963
664	0.1661320243
665	0.1660992742
666	0.166020326
667	0.1659567491
668	0.1659232603
669	0.1658796691
670	0.1658382436
671	0.1657929687
672	0.1657397874
673	0.1656691023
674	0.1656200116
675	0.1655505748
676	0.1654951246
677	0.1654417903
678	0.1653877202
679	0.1653380588
680	0.1653048517
681	0.1652603116
682	0.1652025955
683	0.1651576822
684	0.1651087728
685	0.1650036597
686	0.1649559694
687	0.1648940137
688	0.1648437223
689	0.1647734079
690	0.1647000023
691	0.1646495945
692	0.1645974736
693	0.1645544847
694	0.1645149524
695	0.1644757712
696	0.164409557
697	0.1643232828
698	0.1642871206
699	0.1642179541
700	0.1641575718
701	0.164098328
702	0.1640736014
703	0.1640229548
704	0.1639904198
705	0.1639214388
706	0.1638765506
707	0.163811555
708	0.1637407597
709	0.163691213
710	0.1636423341
711	0.1635993566
712	0.1635429732
713	0.1634821355
714	0.1634336922
715	0.1633693461
716	0.1633258967
717	0.1632767034
718	0.1632484865
719	0.1631908947
720	0.163128057
721	0.1630884148
722	0.1630467785
723	0.1629752139
724	0.162935669
725	0.1628879211
726	0.1628421135
727	0.162799434
728	0.1627401203
729	0.1627047136
730	0.1626385062
731	0.1625965366
732	0.1625515688
733	0.1625065448
734	0.1624494749
735	0.162407984
736	0.1623407492
737	0.1623066681
738	0.1622471064
739	0.1622060617
740	0.1621359902
741	0.1620676249
742	0.1620331326
743	0.1619933663
744	0.1619629998
745	0.1619094046
746	0.1618575294
747	0.1618072369
748	0.161751865
749	0.1617155612
750	0.1616780042
751	0.1616326595
752	0.1615767069
753	0.1615526185
754	0.1615260422
755	0.1614805753
756	0.1614394189
757	0.1613801536
758	0.1613414829
759	0.1612903357
760	0.1612531811
761	0.1612036254
762	0.1611423614
763	0.1610850703
764	0.1610218653
765	0.1609884699
766	0.1609555827
767	0.160898644
768	0.1608431651
769	0.160821101
770	0.16078568
771	0.1607423469
772	0.1606869608
773	0.1606248875
774	0.1605531473
775	0.1605112318
776	0.160444476
777	0.1603863711
778	0.1603325285
779	0.1602823781
780	0.1602533414
781	0.1602330691
782	0.160184204
783	0.1601480324
784	0.1600851234
785	0.1600336327
786	0.1599869819
787	0.1599409329
788	0.1598847622
789	0.1598207686
790	0.1597812144
791	0.1597310163
792	0.1596802798
793	0.1596282897
794	0.1595863604
795	0.1595446114
796	0.1594561639
797	0.1594122198
798	0.159340787
799	0.1593043948
800	0.1592746443
801	0.1592414331
802	0.1591745296
803	0.1591026496
804	0.1590373358
805	0.1589870557
806	0.1589269022
807	0.1588804337
808	0.1588391604
809	0.1588018385
810	0.1587604214
811	0.1587085305
812	0.1586761906
813	0.1586423425
814	0.158591364
815	0.1585130598
816	0.1584646596
817	0.1584363498
818	0.1584038329
819	0.1583596815
820	0.1583047413
821	0.158254425
822	0.1581976968
823	0.1581634019
824	0.158118493
825	0.1580506965
826	0.1580091368
827	0.1579715046
828	0.1579284005
829	0.15790126
830	0.157853586
831	0.1578120188
832	0.1577608097
833	0.1576955509
834	0.1576594613
835	0.1576377267
836	0.1575970088
837	0.157581938
838	0.1575423594
839	0.157480758
840	0.1574338179
841	0.157379435
842	0.157332992
843	0.1572972585
844	0.1572396517
845	0.1571530431
846	0.1570840103
847	0.1570361435
848	0.1570022836
849	0.1569416943
850	0.1568888434
851	0.1568412131
852	0.1567905574
853	0.1567508213
854	0.1567198288
855	0.1566918351
856	0.1566555585
857	0.1565984365
858	0.1565335542
859	0.156456429
860	0.1564093082
861	0.1563387092
862	0.1562714033
863	0.1561914691
864	0.1561425662
865	0.1561121645
866	0.156051717
867	0.1560268368
868	0.1559587326
869	0.155925136
870	0.1558681941
871	0.155799218
872	0.1557433347
873	0.1556970356
874	0.1556669376
875	0.1556413811
876	0.1556000806
877	0.1555493469
878	0.1555078114
879	0.1554813308
880	0.15544941
881	0.1553954026
882	0.1553473294
883	0.1553039706
884	0.1552569119
885	0.1551997273
886	0.1551515338
887	0.1551226215
888	0.1550897806
889	0.1550206494
890	0.1549621458
891	0.1548985252
892	0.1548485715
893	0.1547823198
894	0.1547071798
895	0.1546442951
896	0.1546039696
897	0.1545679951
898	0.1544987176
899	0.1544595415
900	0.1544325158
901	0.154386272
902	0.1543321455
903	0.1542921341
904	0.1542145888
905	0.1541787368
906	0.1541310887
907	0.1540610709
908	0.1540175315
909	0.1539710013
910	0.1539108296
911	0.1538646065
912	0.1538232978
913	0.1537637034
914	0.1537121647
915	0.153656724
916	0.1536119818
917	0.1535528938
918	0.1535075659
919	0.153455967
920	0.15342113
921	0.1533687727
922	0.1533186788
923	0.1532776363
924	0.1532391723
925	0.1531997319
926	0.1531507863
927	0.1531115491
928	0.1530678392
929	0.1530336004
930	0.1529889476
931	0.1529420544
932	0.1528791863
933	0.1528197757
934	0.1527837903
935	0.1527566676
936	0.1527252263
937	0.1526593949
938	0.1526306242
939	0.1525797252
940	0.1525301886
941	0.1524501057
942	0.1524007619
943	0.1523617631
944	0.1523182195
945	0.1522790124
946	0.1522469388
947	0.1521817026
948	0.1521429995
949	0.1520722839
950	0.1520139954
951	0.1519734491
952	0.1519310035
953	0.151900438
954	0.1518595603
955	0.1518200562
956	0.1517879995
957	0.1517323748
958	0.151671012
959	0.1516299774
960	0.151572685
961	0.151544591
962	0.1514983832
963	0.1514673041
964	0.1514252415
965	0.1513828974
966	0.1513291072
967	0.1512816256
968	0.1512589787
969	0.1512019946
970	0.1511496487
971	0.1510967761
972	0.1510602572
973	0.1510053125
974	0.1509774707
975	0.1509405353
976	0.1508924355
977	0.1508300803
978	0.1507906686
979	0.150733085
980	0.150694538
981	0.1506780203
982	0.150657028
983	0.150619839
984	0.1505900491
985	0.1505500258
986	0.150513073
987	0.1504599943
988	0.1504130829
989	0.150369838
990	0.1503160601
991	0.1502761004
992	0.1502307836
993	0.1502003537
994	0.1501437132
995	0.1501109749
996	0.1500589114
997	0.15002892
998	0.1499802327
999	0.149936199
1000	0.1498912388
1001	0.1498419364
1002	0.1497929763
1003	0.1497286088
1004	0.1496825909
1005	0.149636741
1006	0.1495873722
1007	0.1495284947
1008	0.1495109471
1009	0.1494421562
1010	0.1493941087
1011	0.1493720896
1012	0.1493349787
1013	0.1492890879
1014	0.1492304184
1015	0.1491905175
1016	0.1491462017
1017	0.1491028461
1018	0.149068834
1019	0.1490337978
1020	0.1489661693
1021	0.1489199915
1022	0.1488852008
1023	0.1488428568
1024	0.1487973253
1025	0.1487806309
1026	0.1487359216
1027	0.148698628
1028	0.1486448489
1029	0.1485794508
1030	0.148524548
1031	0.1484874891
1032	0.148464042
1033	0.1484254132
1034	0.1483815438
1035	0.1483361956
1036	0.1483055342
1037	0.1482825329
1038	0.1482569334
1039	0.1482224006
1040	0.1481726929
1041	0.1481234893
1042	0.1480788356
1043	0.1480433685
1044	0.1480041541
1045	0.1479703742
1046	0.1479254274
1047	0.1478790416
1048	0.1478398085
1049	0.1477689507
1050	0.1477623623
1051	0.147728355
1052	0.1476804299
1053	0.1476218502
1054	0.1475801815
1055	0.1475482734
1056	0.147514503
1057	0.1474687371
1058	0.1474327971
1059	0.147382131
1060	0.1473528726
1061	0.1473077492
1062	0.147268959
1063	0.1472294212
1064	0.1471968362
1065	0.1471748568
1066	0.147139812
1067	0.1470994424
1068	0.1470464544
1069	0.1470000146
1070	0.1469443332
1071	0.1469027252
1072	0.1468628621
1073	0.1468284937
1074	0.1467947112
1075	0.1467441737
1076	0.1467050845
1077	0.1466682546
1078	0.1466386934
1079	0.1466082282
1080	0.1465718847
1081	0.1465425488
1082	0.146494187
1083	0.1464575496
1084	0.1463907339
1085	0.1463515637
1086	0.1463119278
1087	0.1462830258
1088	0.1462495861
1089	0.146197819
1090	0.1461379204
1091	0.1461026655
1092	0.1460622011
1093	0.1460183954
1094	0.1459630243
1095	0.145933876
1096	0.1459089641
1097	0.1458889801
1098	0.1458355885
1099	0.145773606
1100	0.1457233104
1101	0.1456911067
1102	0.1456636454
1103	0.1456168083
1104	0.1455863721
1105	0.1455493753
1106	0.1455083144
1107	0.1454791045
1108	0.1454349753
1109	0.1453759905
1110	0.1453421505
1111	0.1453031793
1112	0.1452695118
1113	0.1452424552
1114	0.1452249189
1115	0.1451819529
1116	0.1451559349
1117	0.1451209967
1118	0.1450901479
1119	0.1450583657
1120	0.1450303606
1121	0.1449921616
1122	0.1449520372
1123	0.1449290997
1124	0.1448851935
1125	0.1448474748
1126	0.1447645881
1127	0.1447320432
1128	0.1447182983
1129	0.1446818247
1130	0.1446382017
1131	0.1445885016
1132	0.1445445325
1133	0.1445059673
1134	0.1444661888
1135	0.1444436736
1136	0.1443964746
1137	0.1443405575
1138	0.1442827143
1139	0.1442399025
1140	0.1441956722
1141	0.1441541891
1142	0.1441243534
1143	0.1440897709
1144	0.1440206669
1145	0.1439933003
1146	0.143949433
1147	0.1439194805
1148	0.1438915843
1149	0.1438586908
1150	0.1438188119
1151	0.1437683267
1152	0.1437338636
1153	0.1437132663
1154	0.1436727911
1155	0.1436252006
1156	0.1435576477
1157	0.1435330915
1158	0.1434957237
1159	0.1434355453
1160	0.1434107233
1161	0.1433597691
1162	0.1433221638
1163	0.1432852886
1164	0.1432287172
1165	0.1432049415
1166	0.1431617968
1167	0.1431192417
1168	0.1430337583
1169	0.142974749
1170	0.1429577541
1171	0.1429085522
1172	0.1428512295
1173	0.1428278337
1174	0.142796688
1175	0.1427703711
1176	0.1427236955
1177	0.1426923285
1178	0.1426694748
1179	0.1426255504
1180	0.1425745505
1181	0.1425435884
1182	0.1424976871
1183	0.1424612618
1184	0.1424100357
1185	0.1423455943
1186	0.1423146323
1187	0.1422841077
1188	0.1422423918
1189	0.1422093736
1190	0.1421831756
1191	0.1421534086
1192	0.1421202117
1193	0.1420638303
1194	0.1420352315
1195	0.1420021138
1196	0.1419543418
1197	0.1419215693
1198	0.1418575873
1199	0.1418063134
1200	0.1417848484
1201	0.1417587787
1202	0.1417130142
1203	0.1416624368
1204	0.1416322352
1205	0.1416176616
1206	0.1415733674
1207	0.1415481499
1208	0.1415156878
1209	0.141478499
1210	0.1414113862
1211	0.141379261
1212	0.1413470407
1213	0.1413218013
1214	0.1413019465
1215	0.1412684154
1216	0.1412285741
1217	0.1411845675
1218	0.1411483514
1219	0.141106299
1220	0.1410624856
1221	0.1410281439
1222	0.1409825347
1223	0.1409409189
1224	0.140905751
1225	0.1408640085
1226	0.1408066563
1227	0.1407674091
1228	0.1407143345
1229	0.1406601686
1230	0.1406109729
1231	0.1405860426
1232	0.140545188
1233	0.1405119195
1234	0.1404839274
1235	0.140442765
1236	0.140412055
1237	0.1403661014
1238	0.1403242005
1239	0.1402617725
1240	0.1402248093
1241	0.1401777779
1242	0.1401482585
1243	0.1400944942
1244	0.1400483938
1245	0.1400060544
1246	0.1399584
1247	0.1398948871
1248	0.1398615709
1249	0.1398194575
1250	0.1397624595
1251	0.1397300835
1252	0.1396858862
1253	0.1396544255
1254	0.1396218588
1255	0.1396016498
1256	0.1395616936
1257	0.1395136827
1258	0.1394855311
1259	0.1394587277
1260	0.1394249622
1261	0.1393690959
1262	0.1393467733
1263	0.1393023591
1264	0.139269962
1265	0.1392123175
1266	0.1391699304
1267	0.1391290685
1268	0.1391094354
1269	0.1390798505
1270	0.1390579052
1271	0.1390122312
1272	0.1389911854
1273	0.1389606712
1274	0.1389260924
1275	0.138900635
1276	0.1388582066
1277	0.1388286358
1278	0.1387943353
1279	0.138765635
1280	0.1387204451
1281	0.1387019439
1282	0.1386673547
1283	0.1386386492
1284	0.1386042006
1285	0.1385549081
1286	0.1385245959
1287	0.1384980513
1288	0.1384631502
1289	0.1384363811
1290	0.1384019804
1291	0.138374246
1292	0.1383508175
1293	0.1383135832
1294	0.1382798221
1295	0.1382441964
1296	0.1381961264
1297	0.1381584657
1298	0.1381174874
1299	0.1380675635
1300	0.1380293136
1301	0.1379902969
1302	0.1379560305
1303	0.1379019018
1304	0.1378788352
1305	0.1378341776
1306	0.1377975053
1307	0.1377561569
1308	0.1377238533
1309	0.1376856145
1310	0.1376485581
1311	0.1376081214
1312	0.1375681751
1313	0.1375405864
1314	0.1375019624
1315	0.1374754342
1316	0.137423023
1317	0.1373894629
1318	0.1373524241
1319	0.137308283
1320	0.1372624311
1321	0.1372318678
1322	0.1371877716
1323	0.1371433644
1324	0.1371035684
1325	0.1370610467
1326	0.1370059462
1327	0.1369637182
1328	0.1369362273
1329	0.1369138353
1330	0.1368798262
1331	0.1368603529
1332	0.1368290294
1333	0.1367992145
1334	0.1367735226
1335	0.136716262
1336	0.1366537206
1337	0.1366343194
1338	0.1366010904
1339	0.1365715441
1340	0.136539774
1341	0.1364948329
1342	0.1364685027
1343	0.1364365276
1344	0.1364104836
1345	0.1363801148
1346	0.1363571532
1347	0.1363241529
1348	0.1362838686
1349	0.1362427187
1350	0.1361969057
1351	0.1361459334
1352	0.1361078791
1353	0.1360606716
1354	0.1360235831
1355	0.1359644321
1356	0.1359294292
1357	0.1358912833
1358	0.1358660284
1359	0.1358373799
1360	0.1358131645
1361	0.1357838365
1362	0.1357466468
1363	0.1357090638
1364	0.1356516498
1365	0.1356134119
1366	0.1355801199
1367	0.1355305061
1368	0.1354898004
1369	0.1354602911
1370	0.1354130316
1371	0.1353656736
1372	0.1353328619
1373	0.1353089895
1374	0.135282447
1375	0.1352529183
1376	0.1352348523
1377	0.1351931432
1378	0.135146988
1379	0.1351056919
1380	0.135061274
1381	0.135020886
1382	0.1349786704
1383	0.1349437896
1384	0.1349037119
1385	0.1348445362
1386	0.1348194441
1387	0.1347901016
1388	0.1347550711
1389	0.1347027939
1390	0.1346692952
1391	0.1346374152
1392	0.1345854037
1393	0.134552778
1394	0.1345011732
1395	0.134451929
1396	0.1344197468
1397	0.1343868165
1398	0.1343232206
1399	0.1342831079
1400	0.1342598683
1401	0.1342323721
1402	0.1341976531
1403	0.1341630922
1404	0.134122468
1405	0.1340850668
1406	0.1340421354
1407	0.1340157564
1408	0.1339823063
1409	0.1339504898
1410	0.1339263491
1411	0.1338994286
1412	0.1338780308
1413	0.1338310507
1414	0.1337852488
1415	0.1337555944
1416	0.1337307414
1417	0.1337033081
1418	0.1336623332
1419	0.1336293384
1420	0.1335978846
1421	0.1335483754
1422	0.1335199607
1423	0.1334901244
1424	0.1334596931
1425	0.133436246
1426	0.1334081712
1427	0.1333911972
1428	0.1333674987
1429	0.1333451829
1430	0.1333221231
1431	0.1332943157
1432	0.1332751651
1433	0.1332453257
1434	0.1332008459
1435	0.1331804004
1436	0.1331448732
1437	0.1331240554
1438	0.13309666
1439	0.1330653519
1440	0.1330396183
1441	0.1330019432
1442	0.1329528375
1443	0.1329248156
1444	0.1328880904
1445	0.1328526666
1446	0.1328274821
1447	0.1327962295
1448	0.1327512999
1449	0.1327133586
1450	0.1326850128
1451	0.1326480132
1452	0.1326278553
1453	0.1325913198
1454	0.1325453965
1455	0.1325126129
1456	0.1324713044
1457	0.1324441273
1458	0.132406042
1459	0.1323609408
1460	0.1323128828
1461	0.1322561309
1462	0.1322201131
1463	0.1321912416
1464	0.1321576779
1465	0.1321099189
1466	0.1320804893
1467	0.1320660384
1468	0.1320365924
1469	0.1320094344
1470	0.131975724
1471	0.1319382519
1472	0.1319120693
1473	0.1318743875
1474	0.1318588197
1475	0.1318316735
1476	0.131784735
1477	0.1317481901
1478	0.1317026438
1479	0.1316559829
1480	0.1316305319
1481	0.1315845373
1482	0.1315471155
1483	0.1315245664
1484	0.131486561
1485	0.1314511211
1486	0.1314280942
1487	0.1313946093
1488	0.1313471004
1489	0.1313240287
1490	0.1312922136
1491	0.1312521922
1492	0.1311882651
1493	0.1311540969
1494	0.1311250064
1495	0.1310758053
1496	0.1310295557
1497	0.1309941267
1498	0.1309562031
1499	0.1309133476
1500	0.1308624032
1501	0.130813877
1502	0.1307895314
1503	0.1307575512
1504	0.1307192201
1505	0.13068482
1506	0.13066417
1507	0.1306228019
1508	0.13057693
1509	0.1305494066
1510	0.1305286388
1511	0.1304939555
1512	0.1304689732
1513	0.1304392516
