iter	RMSE
1514	0.1304042478
1515	0.13036508
1516	0.130330566
1517	0.1302983996
1518	0.1302718737
1519	0.1302430345
1520	0.1302029998
1521	0.1301658273
1522	0.1301499398
1523	0.1301227172
1524	0.1300963705
1525	0.1300592061
1526	0.1300348507
1527	0.1300027538
1528	0.1299678939
1529	0.1299408615
1530	0.1299102581
1531	0.1298814279
1532	0.1298580035
1533	0.1298174609
1534	0.1297867827
1535	0.1297631807
1536	0.1297384368
1537	0.1297187254
1538	0.1296776937
1539	0.1296439476
1540	0.129622069
1541	0.1295862247
1542	0.1295507963
1543	0.1295296718
1544	0.1294935263
1545	0.1294623385
1546	0.1294257972
1547	0.1293822135
1548	0.1293614902
1549	0.1293220489
1550	0.1292999866
1551	0.1292721375
1552	0.1292377546
1553	0.129211603
1554	0.129190904
1555	0.129162242
1556	0.1291110884
1557	0.1290851567
1558	0.1290512456
1559	0.1290040739
1560	0.1289740625
1561	0.1289579008
1562	0.1289211965
1563	0.1288868359
1564	0.1288556498
1565	0.1288410243
1566	0.128816929
1567	0.1287967999
1568	0.1287788878
1569	0.1287388947
1570	0.1287066763
1571	0.1286749347
1572	0.1286322435
1573	0.128587765
1574	0.1285424283
1575	0.1285033839
1576	0.1284846195
1577	0.128472645
1578	0.1284387072
1579	0.128408299
1580	0.128382833
1581	0.12835751
1582	0.1283272317
1583	0.1282946765
1584	0.1282624615
1585	0.1282245838
1586	0.1281798622
1587	0.1281449847
1588	0.1281192717
1589	0.1280889549
1590	0.1280721642
1591	0.1280087921
1592	0.1279673792
1593	0.1279425287
1594	0.1279065517
1595	0.1278722738
1596	0.1278449071
1597	0.1278104863
1598	0.1277822831
1599	0.1277430745
1600	0.1277179853
1601	0.1276868717
1602	0.1276592933
1603	0.1276099679
1604	0.1275821238
1605	0.1275479128
1606	0.1275199354
1607	0.1274748204
1608	0.1274560511
1609	0.1274174813
1610	0.1273897512
1611	0.1273478722
1612	0.1273082865
1613	0.1272787239
1614	0.1272624222
1615	0.1272203163
1616	0.1271833567
1617	0.1271530598
1618	0.1271375114
1619	0.1271256209
1620	0.127097595
1621	0.1270818956
1622	0.1270369755
1623	0.1270022965
1624	0.1269651229
1625	0.1269453105
1626	0.1269287149
1627	0.1268991245
1628	0.1268778448
1629	0.1268474143
1630	0.1268292351
1631	0.126786745
1632	0.1267643472
1633	0.1267458592
1634	0.1267179968
1635	0.1266897879
1636	0.1266505446
1637	0.1266158463
1638	0.126562582
1639	0.1265436885
1640	0.1265235021
1641	0.1264942676
1642	0.1264616067
1643	0.1264151722
1644	0.1263897208
1645	0.1263484631
1646	0.126321873
1647	0.1262870424
1648	0.1262435534
1649	0.1262093382
1650	0.126163335
1651	0.1261340108
1652	0.1261092311
1653	0.1260718588
1654	0.1260296549
1655	0.1259887013
1656	0.125954761
1657	0.1259172578
1658	0.125879344
1659	0.1258340439
1660	0.1258094059
1661	0.1257522393
1662	0.1257288097
1663	0.1257030589
1664	0.125658152
1665	0.125638005
1666	0.1255908711
1667	0.1255622323
1668	0.1255336662
1669	0.1254885394
1670	0.1254622821
1671	0.1254137503
1672	0.1253797004
1673	0.1253437807
1674	0.1253162935
1675	0.1252846584
1676	0.1252684425
1677	0.1252190353
1678	0.1251693928
1679	0.1251467892
1680	0.1251082425
1681	0.1250874835
1682	0.1250703646
1683	0.1250344951
1684	0.1250033695
1685	0.1249915213
1686	0.1249769973
1687	0.1249326955
1688	0.1249013002
1689	0.1248766975
1690	0.1248344295
1691	0.1247910968
1692	0.1247495591
1693	0.1247322194
1694	0.1247054625
1695	0.1246874048
1696	0.1246482706
1697	0.1245974639
1698	0.1245635847
1699	0.1245414115
1700	0.1244911509
1701	0.1244689461
1702	0.1244453419
1703	0.1244024209
1704	0.1243802145
1705	0.1243620539
1706	0.1243437338
1707	0.1243143027
1708	0.1242813564
1709	0.1242580648
1710	0.1242254362
1711	0.1242035299
1712	0.1241652132
1713	0.1241242056
1714	0.1240936691
1715	0.1240676935
1716	0.1240249536
1717	0.1240027469
1718	0.1239742182
1719	0.1239553122
1720	0.123909831
1721	0.1238786295
1722	0.1238324343
1723	0.123808567
1724	0.1237698339
1725	0.1237412148
1726	0.1237122461
1727	0.123692352
1728	0.1236571976
1729	0.1236338934
1730	0.1236113964
1731	0.1235869951
1732	0.1235516028
1733	0.1235090567
1734	0.1234873432
1735	0.1234632694
1736	0.1234324525
1737	0.1233774905
1738	0.1233429574
1739	0.1233020708
1740	0.1232830845
1741	0.1232559211
1742	0.1232304977
1743	0.1231978156
1744	0.1231581384
1745	0.1231184076
1746	0.1230811449
1747	0.1230440156
1748	0.1230300459
1749	0.1229898293
1750	0.1229477845
1751	0.1229180884
1752	0.1228836221
1753	0.1228396607
1754	0.1228244627
1755	0.1228030721
1756	0.1227795902
1757	0.1227492385
1758	0.1227192153
1759	0.12271046
1760	0.1226705118
1761	0.1226388268
1762	0.1226231342
1763	0.1225905647
1764	0.1225635565
1765	0.1225377256
1766	0.1225066695
1767	0.1224797529
1768	0.1224483633
1769	0.122415138
1770	0.1223829327
1771	0.1223641979
1772	0.1223417126
1773	0.1223020688
1774	0.1222754676
1775	0.1222415709
1776	0.1222240984
1777	0.122195686
1778	0.1221701738
1779	0.122143037
1780	0.1221127985
1781	0.1220875716
1782	0.1220715859
1783	0.1220336847
1784	0.1220084582
1785	0.1219812653
1786	0.1219334858
1787	0.1219049479
1788	0.1218566924
1789	0.1218259917
1790	0.1218040509
1791	0.1217735481
1792	0.1217457758
1793	0.1217225915
1794	0.1216889666
1795	0.1216492426
1796	0.1216230612
1797	0.1215950952
1798	0.1215701002
1799	0.1215479875
1800	0.1215301008
1801	0.1214997999
1802	0.1214604933
1803	0.121430557
1804	0.1214102056
1805	0.1213843977
1806	0.1213666303
1807	0.1213406903
1808	0.1213101847
1809	0.1212879229
1810	0.1212417317
1811	0.1211891581
1812	0.1211668461
1813	0.1211430374
1814	0.1211214767
1815	0.1210954306
1816	0.1210671691
1817	0.1210488208
1818	0.1210376921
1819	0.1210083551
1820	0.1209898672
1821	0.1209691313
1822	0.1209403735
1823	0.120905554
1824	0.1208674197
1825	0.1208414995
1826	0.1208055994
1827	0.1207741456
1828	0.120749712
1829	0.1207479216
1830	0.1207281287
1831	0.1207032885
1832	0.1206760584
1833	0.1206431488
1834	0.1206197729
1835	0.1206082207
1836	0.120569129
1837	0.1205486726
1838	0.1205245848
1839	0.1205219321
1840	0.1204913307
1841	0.1204791488
1842	0.1204442085
1843	0.1203960726
1844	0.1203693063
1845	0.1203394164
1846	0.1203205706
1847	0.1202750335
1848	0.120225555
1849	0.1201961065
1850	0.120171263
1851	0.1201496094
1852	0.1201094222
1853	0.1200826523
1854	0.1200496736
1855	0.1200128111
1856	0.1199806427
1857	0.1199455046
1858	0.1199086294
1859	0.1198824418
1860	0.1198513728
1861	0.119828728
1862	0.1197996573
1863	0.1197867843
1864	0.1197571828
1865	0.1197248335
1866	0.1196969737
1867	0.1196794174
1868	0.1196573556
1869	0.1196397487
1870	0.1196145567
1871	0.11959288
1872	0.1195654027
1873	0.1195330924
1874	0.1195116851
1875	0.1194768387
1876	0.1194377422
1877	0.1194011586
1878	0.1193874574
1879	0.1193555363
1880	0.1193305277
1881	0.1193104831
1882	0.119283349
1883	0.1192440527
1884	0.1192228006
1885	0.1191955164
1886	0.1191598721
1887	0.1191355059
1888	0.1191121592
1889	0.1190743713
1890	0.1190388399
1891	0.1190162885
1892	0.1189980146
1893	0.1189643298
1894	0.1189419506
1895	0.1189017674
1896	0.1188910118
1897	0.1188652544
1898	0.1188242681
1899	0.1187916254
1900	0.1187648276
1901	0.1187438211
1902	0.1187097913
1903	0.1186878686
1904	0.1186720891
1905	0.1186429513
1906	0.118621305
1907	0.1186007801
1908	0.1185624745
1909	0.1185289151
1910	0.1185139263
1911	0.1184950237
1912	0.1184683149
1913	0.1184534479
1914	0.1184368833
1915	0.1184232127
1916	0.1184100662
1917	0.118385214
1918	0.1183680513
1919	0.1183334916
1920	0.1182964442
1921	0.1182843548
1922	0.1182543404
1923	0.1182219554
1924	0.1181910051
1925	0.1181600713
1926	0.1181220098
1927	0.118073998
1928	0.1180312528
1929	0.1180039376
1930	0.1179531187
1931	0.1179220344
1932	0.1179074811
1933	0.1178783558
1934	0.1178490152
1935	0.1178377607
1936	0.1178145639
1937	0.1177816797
1938	0.1177633007
1939	0.11774744
1940	0.1177247218
1941	0.1176824138
1942	0.1176478683
1943	0.1176207186
1944	0.1175999615
1945	0.1175626162
1946	0.1175309152
1947	0.1175145047
1948	0.1174865021
1949	0.1174360688
1950	0.1174144983
1951	0.117385437
1952	0.1173622043
1953	0.1173305119
1954	0.1173085891
1955	0.11728928
1956	0.1172699227
1957	0.117252176
1958	0.1172360368
1959	0.1172055081
1960	0.117167621
1961	0.1171433195
1962	0.117114498
1963	0.1170898874
1964	0.1170658675
1965	0.1170410371
1966	0.116987722
1967	0.1169649635
1968	0.1169505322
1969	0.1169067067
1970	0.1168910103
1971	0.1168582091
1972	0.1168342468
1973	0.1167940066
1974	0.1167685244
1975	0.1167376752
1976	0.1167212261
1977	0.1166982282
1978	0.1166653747
1979	0.1166461093
1980	0.1166207816
1981	0.1165923424
1982	0.1165801921
1983	0.1165533781
1984	0.1165205283
1985	0.1164883494
1986	0.1164646903
1987	0.1164396812
1988	0.1164069706
1989	0.1163767269
1990	0.1163336633
1991	0.1163046557
1992	0.1162907313
1993	0.1162474898
1994	0.1162108166
1995	0.1161969594
1996	0.1161878409
1997	0.1161768776
1998	0.1161483097
1999	0.1161221463
2000	0.1160940651
2001	0.1160884907
2002	0.1160532194
2003	0.1160342813
2004	0.1160221068
2005	0.1159912246
2006	0.1159620984
2007	0.1159398257
2008	0.1159235661
2009	0.1159050612
2010	0.1158843303
2011	0.1158585248
2012	0.115838546
2013	0.1158001355
2014	0.1157742382
2015	0.1157514019
2016	0.1157286975
2017	0.1156928972
2018	0.1156532619
2019	0.1156290634
2020	0.1156031044
2021	0.1155731102
2022	0.1155374111
2023	0.1155168286
2024	0.1154924313
2025	0.1154764569
2026	0.115453589
2027	0.1154322287
2028	0.1153955996
2029	0.1153628189
2030	0.115333641
2031	0.1153001575
2032	0.1152646721
2033	0.1152375764
2034	0.1152140395
2035	0.1151789679
2036	0.1151450377
2037	0.1151279692
2038	0.1151136557
2039	0.1150731451
2040	0.1150439704
2041	0.1150209296
2042	0.1149915913
2043	0.1149556725
2044	0.1149304454
2045	0.1149023313
2046	0.1148652193
2047	0.1148359471
2048	0.1148097309
2049	0.1147909169
2050	0.1147605882
2051	0.1147233232
2052	0.1146801485
2053	0.1146622901
2054	0.1146291152
2055	0.1146086672
2056	0.1145813192
2057	0.1145511243
2058	0.1145339432
2059	0.1144995592
2060	0.1144852808
2061	0.1144496317
2062	0.1144223447
2063	0.1143910836
2064	0.1143637343
2065	0.1143386782
2066	0.1143173117
2067	0.1142862776
2068	0.1142614771
2069	0.1142311744
2070	0.1142160462
2071	0.1141967852
2072	0.1141548755
2073	0.114134398
2074	0.1140866213
2075	0.1140631521
2076	0.1140474506
2077	0.1140209465
2078	0.1140019547
2079	0.1139786557
2080	0.1139543755
2081	0.1139143021
2082	0.1138884078
2083	0.113872454
2084	0.1138511609
2085	0.1138144934
2086	0.1137914783
2087	0.1137665837
2088	0.1137457333
2089	0.1137226201
2090	0.1136824912
2091	0.1136509934
2092	0.1136261838
2093	0.1135957203
2094	0.1135756901
2095	0.1135608552
2096	0.1135344815
2097	0.1135029617
2098	0.1134919066
2099	0.1134776829
2100	0.113450844
2101	0.1134110089
2102	0.1133895992
2103	0.1133593853
2104	0.1133352125
2105	0.1133172133
2106	0.1133005662
2107	0.11327943
2108	0.1132596967
2109	0.1132264283
2110	0.1132038153
2111	0.1131862568
2112	0.1131650908
2113	0.1131544894
2114	0.1131326674
2115	0.1131211301
2116	0.1130997697
2117	0.1130758921
2118	0.1130638568
2119	0.1130323124
2120	0.1130054511
2121	0.1129886539
2122	0.1129556404
2123	0.112942784
2124	0.1128989093
2125	0.1128733504
2126	0.1128394531
2127	0.1128163491
2128	0.1128113924
2129	0.1127994962
2130	0.1127698344
2131	0.1127569285
2132	0.1127424663
2133	0.1127283485
2134	0.1127037044
2135	0.1126802777
2136	0.1126577755
2137	0.1126235719
2138	0.112597938
2139	0.1125734474
2140	0.1125352055
2141	0.1125182494
2142	0.1125065398
2143	0.1124692632
2144	0.112447328
2145	0.1124253372
2146	0.1123974265
2147	0.1123678514
2148	0.1123428185
2149	0.1123165237
2150	0.1122890038
2151	0.1122722528
2152	0.1122400441
2153	0.112220825
2154	0.1122042075
2155	0.1121775019
2156	0.1121343755
2157	0.112112211
2158	0.1120855452
2159	0.1120694264
2160	0.1120482481
2161	0.1120215021
2162	0.1120205784
2163	0.111999023
2164	0.1119716791
2165	0.1119478019
2166	0.1119291229
2167	0.1119015368
2168	0.1118705284
2169	0.1118344214
2170	0.1118207559
2171	0.1117909204
2172	0.1117620656
2173	0.1117264103
2174	0.1117031302
2175	0.1116724224
2176	0.1116524104
2177	0.1116234696
2178	0.1115929589
2179	0.1115746781
2180	0.1115297536
2181	0.1115178478
2182	0.1114871957
2183	0.111477408
2184	0.1114522342
2185	0.111433886
2186	0.1114141207
2187	0.1113908233
2188	0.1113718727
2189	0.1113429353
2190	0.1113158637
2191	0.1112947505
2192	0.1112695028
2193	0.1112439389
2194	0.1112124303
2195	0.1111899423
2196	0.1111576519
2197	0.1111296702
2198	0.1111092453
2199	0.1110927146
2200	0.111076247
2201	0.1110556634
2202	0.1110399489
2203	0.1110136681
2204	0.1109817658
2205	0.1109505818
2206	0.1109351075
2207	0.1109222964
2208	0.1108989578
2209	0.1108680742
2210	0.1108475747
2211	0.1108182283
2212	0.1107919804
2213	0.1107742026
2214	0.1107455482
2215	0.1107261726
2216	0.1106892446
2217	0.1106631832
2218	0.110645571
2219	0.1106157358
2220	0.1105876303
2221	0.1105680376
2222	0.1105572056
2223	0.1105253001
2224	0.1105128814
2225	0.1104926657
2226	0.1104719126
2227	0.1104441152
2228	0.1104149593
2229	0.1103787864
2230	0.1103538669
2231	0.1103244116
2232	0.1103013702
2233	0.1102696312
2234	0.1102534972
2235	0.110224282
2236	0.1101917264
2237	0.1101562024
2238	0.1101245562
2239	0.11010257
2240	0.1100842638
2241	0.1100609058
2242	0.1100409901
2243	0.1100163155
2244	0.1099888735
2245	0.1099645989
2246	0.1099316823
2247	0.1099099738
2248	0.1098904303
2249	0.1098561183
2250	0.1098377503
2251	0.1098170241
2252	0.1097854155
2253	0.1097593043
2254	0.1097509382
2255	0.1097174821
2256	0.109676217
2257	0.109655767
2258	0.1096406446
2259	0.1095986508
2260	0.1095686843
2261	0.1095378561
2262	0.1095093222
2263	0.1094908557
2264	0.1094606162
2265	0.109430438
2266	0.1094119245
2267	0.1093943431
2268	0.1093784329
2269	0.1093657493
2270	0.1093275076
2271	0.1092956195
2272	0.1092762324
2273	0.1092340608
2274	0.1092220084
2275	0.109210449
2276	0.1091820799
2277	0.1091674908
2278	0.1091407182
2279	0.1091157832
2280	0.1090873162
2281	0.1090466375
2282	0.1090344523
2283	0.1090040137
2284	0.1089829029
2285	0.1089402079
2286	0.1089056977
2287	0.1088811133
2288	0.1088503234
2289	0.1088195099
2290	0.1087869225
2291	0.1087661698
2292	0.1087360694
2293	0.1087181289
2294	0.1086943796
2295	0.1086712973
2296	0.1086368378
2297	0.1086151157
2298	0.1085998974
2299	0.1085773209
2300	0.1085439033
2301	0.1085164151
2302	0.1084936812
2303	0.1084737733
2304	0.1084532084
2305	0.1084147359
2306	0.1083790149
2307	0.1083539734
2308	0.1083413167
2309	0.1083203057
2310	0.1082969132
2311	0.1082626411
2312	0.1082432549
2313	0.1082187506
2314	0.108186049
2315	0.1081682824
2316	0.1081465863
2317	0.1081222588
2318	0.1080904957
2319	0.1080797675
2320	0.1080571922
2321	0.1080242033
2322	0.1080176032
2323	0.1079922631
2324	0.1079598835
2325	0.1079374479
2326	0.1079176231
2327	0.1079055219
2328	0.1078944726
2329	0.1078847959
2330	0.1078395046
2331	0.1078230916
2332	0.1078095456
2333	0.1077913264
2334	0.107774175
2335	0.1077412856
2336	0.1077241184
2337	0.1077055568
2338	0.1076808759
2339	0.1076590531
2340	0.1076221427
2341	0.1076044858
2342	0.1075834101
2343	0.1075652379
2344	0.1075408723
2345	0.1075216385
2346	0.1074928709
2347	0.1074841723
2348	0.1074674023
2349	0.1074524573
2350	0.1074399381
2351	0.1074234983
2352	0.1073981346
2353	0.1073640257
2354	0.1073477165
2355	0.1073383678
2356	0.1073081954
2357	0.1072909482
2358	0.1072633359
2359	0.1072379063
2360	0.1072101684
2361	0.1071800792
2362	0.1071611211
2363	0.1071309066
2364	0.107096219
2365	0.10705971
2366	0.107036048
2367	0.1070328244
2368	0.1070071806
2369	0.1069858214
2370	0.1069595098
2371	0.1069274834
2372	0.1069092051
2373	0.1068713038
2374	0.1068603828
2375	0.106832948
2376	0.1067907713
2377	0.1067669009
2378	0.1067440953
2379	0.1067151403
2380	0.1066951498
2381	0.1066802496
2382	0.1066728853
2383	0.1066357086
2384	0.1066338865
2385	0.1066181112
2386	0.1066008643
2387	0.1065820714
2388	0.1065709237
2389	0.1065438145
2390	0.1065282784
2391	0.1065083213
2392	0.1064870036
2393	0.106466586
2394	0.1064470637
2395	0.1064344731
2396	0.1064109976
2397	0.1064010198
2398	0.1063729608
2399	0.1063530473
2400	0.1063320735
2401	0.1063099902
2402	0.1062935779
2403	0.1062771436
2404	0.1062523493
2405	0.1062196976
2406	0.1062016883
2407	0.1061780188
2408	0.106151673
2409	0.1061366127
2410	0.1061016889
2411	0.1060828052
2412	0.1060633678
2413	0.1060370064
2414	0.1060199987
2415	0.105998742
2416	0.1059742031
2417	0.1059514135
2418	0.1059320987
2419	0.1059180676
2420	0.10588396
2421	0.1058545704
2422	0.1058283046
2423	0.1058103436
2424	0.1057915628
2425	0.1057771003
2426	0.1057450925
2427	0.1057218434
2428	0.1056985231
2429	0.1056792832
2430	0.1056574123
2431	0.1056375043
2432	0.1056044164
2433	0.1055859912
2434	0.1055641187
2435	0.1055445253
2436	0.1055380714
2437	0.1055244038
2438	0.1054939947
2439	0.1054736629
2440	0.1054444215
2441	0.1054270815
2442	0.1054139657
2443	0.1053931652
2444	0.1053732639
2445	0.1053503398
2446	0.1053359922
2447	0.105313727
2448	0.105279504
2449	0.1052528082
2450	0.1052339797
2451	0.1052146687
2452	0.1052130708
2453	0.1051805461
2454	0.1051767626
2455	0.1051674352
2456	0.105131042
2457	0.1051029151
2458	0.1050741166
2459	0.1050481931
2460	0.1050219676
2461	0.1050100699
2462	0.1050070191
2463	0.1049718342
2464	0.1049457023
2465	0.1049419278
2466	0.1049196366
2467	0.1049025791
2468	0.1048846921
2469	0.1048625712
2470	0.1048619041
2471	0.1048346328
2472	0.104812828
2473	0.1047956033
2474	0.1047630696
2475	0.1047384356
2476	0.1047242536
2477	0.1046998527
2478	0.1046894447
2479	0.1046685917
2480	0.1046425549
2481	0.1046301517
2482	0.1046291848
2483	0.1046149857
2484	0.1045977007
2485	0.1045787772
2486	0.1045769968
2487	0.1045557273
2488	0.1045467162
2489	0.1045286738
2490	0.1045090655
2491	0.1044866206
2492	0.1044622367
2493	0.1044396735
2494	0.1044101433
2495	0.1043974674
2496	0.1043799655
2497	0.1043583545
2498	0.1043522962
2499	0.1043338856
